Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
1	1	2016	17.0	21.0	0.0	1.69
2	1	2016	18.0	21.1	0.0	1.53
3	1	2016	19.0	21.0	0.4	1.24
4	1	2016	21.0	25.0	0.0	1.86
5	1	2016	20.0	23.0	4.0	1.57
6	1	2016	17.0	24.0	0.0	2.37
7	1	2016	17.0	21.0	0.0	1.71
8	1	2016	17.4	21.1	0.0	1.65
9	1	2016	18.0	21.0	0.0	1.51
10	1	2016	16.9	20.1	20.0	1.53
11	1	2016	16.0	21.0	0.1	1.91
12	1	2016	14.0	19.0	0.0	1.83
13	1	2016	15.8	19.3	0.0	1.55
14	1	2016	15.2	19.0	1.0	1.64
15	1	2016	14.8	17.0	15.0	1.2
16	1	2016	17.8	19.0	9.0	0.95
17	1	2016	12.0	19.0	5.0	2.18
18	1	2016	16.0	18.0	0.0	1.17
19	1	2016	16.0	18.0	0.0	1.2
20	1	2016	15.9	17.0	1.0	0.87
21	1	2016	13.8	17.0	0.0	1.46
22	1	2016	7.8	15.5	16.3	1.99
23	1	2016	3.0	8.4	0.0	1.43
24	1	2016	3.0	6.0	1.0	0.96
25	1	2016	8.0	11.0	0.0	1.14
26	1	2016	8.0	12.3	0.1	1.41
27	1	2016	13.0	18.0	6.0	1.85
28	1	2016	16.0	19.0	71.0	1.54
29	1	2016	16.0	20.0	20.0	1.81
30	1	2016	16.0	18.1	0.0	1.28
31	1	2016	12.0	17.1	3.0	1.95
1	2	2016	8.7	12.0	10.0	1.33
2	2	2016	8.0	10.1	0.1	1.02
3	2	2016	12.0	14.0	0.0	1.13
4	2	2016	12.0	17.0	0.0	1.88
5	2	2016	11.0	16.1	0.0	1.89
6	2	2016	10.6	18.0	0.0	2.3
7	2	2016	10.0	18.4	0.0	2.44
8	2	2016	13.0	21.0	0.0	2.57
9	2	2016	17.9	22.0	0.0	1.98
10	2	2016	16.4	20.0	0.0	1.85
11	2	2016	19.0	23.0	0.0	2.09
12	2	2016	22.5	26.0	0.0	2.13
13	2	2016	19.9	27.5	0.0	3.17
14	2	2016	12.0	24.0	0.0	3.49
15	2	2016	10.6	13.1	0.0	1.31
16	2	2016	11.3	13.0	0.0	1.1
17	2	2016	11.0	14.0	4.0	1.48
18	2	2016	14.0	16.0	0.1	1.29
19	2	2016	13.0	16.4	4.0	1.69
20	2	2016	15.0	21.0	0.0	2.44
21	2	2016	15.6	17.0	0.0	1.14
22	2	2016	14.0	19.0	0.0	2.18
23	2	2016	12.0	16.0	0.0	1.85
24	2	2016	13.0	15.7	0.0	1.52
25	2	2016	13.7	16.0	0.0	1.44
26	2	2016	13.4	15.0	0.0	1.19
27	2	2016	12.1	18.0	0.0	2.37
28	2	2016	13.0	20.2	0.0	2.74
29	2	2016	15.0	24.0	0.0	3.29
1	3	2016	14.8	21.0	0.0	2.63
2	3	2016	16.0	21.0	0.0	2.44
3	3	2016	19.0	22.0	0.0	1.99
4	3	2016	20.0	24.0	0.0	2.39
5	3	2016	19.0	24.0	0.0	2.66
6	3	2016	19.0	24.8	0.0	2.94
7	3	2016	19.8	23.0	0.0	2.16
8	3	2016	21.0	25.0	0.0	2.51
9	3	2016	15.0	25.0	0.4	3.86
10	3	2016	9.8	14.0	2.0	1.88
11	3	2016	11.0	13.0	0.0	1.33
12	3	2016	14.0	16.0	0.0	1.47
13	3	2016	15.0	19.0	5.0	2.17
14	3	2016	14.0	17.1	0.2	1.87
15	3	2016	14.9	17.0	0.0	1.55
16	3	2016	16.0	18.0	0.4	1.59
17	3	2016	18.0	23.0	0.0	2.69
18	3	2016	21.8	26.0	0.0	2.74
19	3	2016	20.0	27.0	0.0	3.65
20	3	2016	17.9	22.0	0.0	2.51
21	3	2016	17.0	20.0	27.0	2.05
22	3	2016	17.8	19.0	0.4	1.31
23	3	2016	17.0	22.0	11.0	2.78
24	3	2016	12.9	17.0	12.0	2.21
25	3	2016	12.0	17.0	0.1	2.39
26	3	2016	15.0	21.0	0.0	2.88
27	3	2016	15.9	21.0	0.0	2.73
28	3	2016	15.9	21.0	0.0	2.75
29	3	2016	19.7	22.0	0.0	1.95
30	3	2016	19.7	22.0	0.0	1.99
31	3	2016	20.7	27.0	0.0	3.46
1	4	2016	21.0	27.0	0.0	3.45
2	4	2016	22.0	26.0	0.0	2.83
3	4	2016	23.0	27.0	0.0	2.93
4	4	2016	20.9	28.0	2.0	3.81
5	4	2016	22.0	27.0	0.0	3.26
6	4	2016	23.0	28.0	0.0	3.34
7	4	2016	24.0	28.0	0.0	3.05
8	4	2016	25.0	30.1	0.0	3.51
9	4	2016	25.9	29.0	0.0	2.76
10	4	2016	21.6	27.0	34.0	3.37
11	4	2016	20.7	25.0	0.0	2.94
12	4	2016	21.0	27.0	0.9	3.57
13	4	2016	23.0	24.0	25.0	1.46
14	4	2016	23.0	28.0	0.0	3.44
15	4	2016	22.0	26.0	2.0	2.92
16	4	2016	26.0	29.0	0.0	2.79
17	4	2016	21.9	30.0	0.0	4.52
18	4	2016	20.0	24.4	6.0	3.04
19	4	2016	20.0	22.1	0.2	2.04
20	4	2016	23.0	27.3	0.0	3.13
21	4	2016	25.0	29.3	0.0	3.29
22	4	2016	21.0	26.3	20.0	3.51
23	4	2016	24.4	29.0	1.0	3.45
24	4	2016	25.0	29.0	5.0	3.17
25	4	2016	27.0	30.0	0.0	2.87
26	4	2016	27.0	30.0	0.0	2.89
27	4	2016	25.0	29.4	0.5	3.43
28	4	2016	24.7	29.0	0.0	3.37
29	4	2016	23.6	28.0	0.0	3.31
30	4	2016	21.7	26.0	8.0	3.12
1	5	2016	24.0	27.0	0.0	2.73
2	5	2016	26.0	30.1	0.0	3.42
3	5	2016	23.9	31.0	4.0	4.33
4	5	2016	27.0	30.0	0.0	2.92
5	5	2016	28.0	32.0	0.0	3.5
6	5	2016	28.0	31.3	0.0	3.14
7	5	2016	28.0	32.0	0.0	3.51
8	5	2016	28.0	31.4	0.0	3.21
9	5	2016	26.0	31.0	0.0	3.91
10	5	2016	24.0	29.0	46.0	3.6
11	5	2016	24.4	28.1	0.0	3.11
12	5	2016	25.8	30.0	0.0	3.42
13	5	2016	25.9	29.0	0.0	2.93
14	5	2016	26.0	30.0	0.0	3.36
15	5	2016	22.8	31.0	3.0	4.74
16	5	2016	23.0	27.6	0.0	3.45
17	5	2016	23.8	26.5	0.0	2.62
18	5	2016	25.0	28.2	0.0	2.95
19	5	2016	26.0	31.0	0.0	3.78
20	5	2016	25.0	28.0	108.0	2.87
21	5	2016	26.0	29.0	0.0	2.92
22	5	2016	25.0	31.0	0.0	4.17
23	5	2016	25.9	31.1	0.0	3.93
24	5	2016	27.0	31.6	0.0	3.72
25	5	2016	27.7	33.0	0.0	4.09
26	5	2016	27.0	31.0	0.3	3.5
27	5	2016	27.0	31.0	3.3	3.49
28	5	2016	25.1	32.0	0.4	4.57
29	5	2016	29.0	32.0	0.0	3.12
30	5	2016	29.0	33.0	0.0	3.64
31	5	2016	29.0	33.2	0.0	3.75
1	6	2016	29.0	33.7	0.0	3.97
2	6	2016	29.9	34.0	0.0	3.74
3	6	2016	30.0	34.0	0.0	3.69
4	6	2016	26.0	34.0	0.2	4.97
5	6	2016	25.0	30.1	5.0	3.78
6	6	2016	25.7	30.0	21.0	3.51
7	6	2016	26.0	31.0	0.0	3.94
8	6	2016	27.5	31.0	0.0	3.28
9	6	2016	28.0	33.0	0.5	3.94
10	6	2016	26.0	32.0	0.0	4.29
11	6	2016	27.0	29.0	17.0	2.42
12	6	2016	27.0	31.0	11.1	3.53
13	6	2016	30.0	33.0	0.0	3.18
14	6	2016	30.0	32.5	0.0	2.91
15	6	2016	30.0	33.0	0.0	3.18
16	6	2016	27.0	31.4	0.0	3.69
17	6	2016	29.0	33.0	0.0	3.62
18	6	2016	29.0	34.0	0.0	4.05
19	6	2016	29.0	33.0	0.0	3.67
20	6	2016	29.0	34.0	0.0	4.1
21	6	2016	29.0	34.0	0.0	4.1
22	6	2016	29.0	34.0	0.0	4.1
23	6	2016	29.0	33.0	0.0	3.64
24	6	2016	29.0	34.6	0.0	4.36
25	6	2016	30.0	35.0	0.0	4.16
26	6	2016	29.5	34.9	0.0	4.33
27	6	2016	27.0	36.0	0.0	5.6
28	6	2016	27.0	31.5	4.1	3.77
29	6	2016	28.0	32.3	8.0	3.72
30	6	2016	29.7	33.1	2.0	3.37
1	7	2016	29.0	32.7	0.4	3.5
2	7	2016	29.9	33.0	0.0	3.22
3	7	2016	28.4	33.1	8.6	3.91
4	7	2016	27.8	31.5	5.0	3.42
5	7	2016	27.0	33.0	4.4	4.42
6	7	2016	25.5	31.0	25.0	4.05
7	7	2016	29.0	34.0	0.0	4.09
8	7	2016	31.0	36.0	0.0	4.25
9	7	2016	26.0	36.0	112.0	5.85
10	7	2016	27.0	32.0	0.3	3.99
11	7	2016	28.0	31.3	1.0	3.2
12	7	2016	27.0	30.0	0.0	3.03
13	7	2016	26.0	31.3	10.0	4.0
14	7	2016	29.0	31.1	5.0	2.58
15	7	2016	29.0	33.0	1.0	3.64
16	7	2016	30.0	34.0	0.0	3.66
17	7	2016	29.0	34.0	0.0	4.08
18	7	2016	29.0	33.7	0.0	3.94
19	7	2016	28.7	32.3	11.3	3.4
20	7	2016	29.0	33.0	0.0	3.6
21	7	2016	28.4	33.0	0.0	3.87
22	7	2016	29.0	34.0	0.0	4.04
23	7	2016	28.9	34.0	0.0	4.08
24	7	2016	28.0	35.0	0.0	4.8
25	7	2016	29.0	35.1	0.0	4.49
26	7	2016	29.0	35.0	0.0	4.46
27	7	2016	29.0	34.0	0.0	4.03
28	7	2016	28.9	35.0	0.0	4.46
29	7	2016	29.0	35.0	0.0	4.47
30	7	2016	28.3	35.0	0.0	4.62
31	7	2016	29.0	34.0	0.0	4.05
1	8	2016	25.7	33.6	16.0	4.93
2	8	2016	26.0	29.0	54.4	2.89
3	8	2016	26.2	29.0	17.0	2.79
4	8	2016	27.0	32.0	0.2	3.78
5	8	2016	28.0	33.0	0.0	3.96
6	8	2016	28.8	34.1	0.0	4.09
7	8	2016	29.0	35.0	0.0	4.4
8	8	2016	30.0	35.0	0.0	4.03
9	8	2016	25.0	33.5	0.0	5.08
10	8	2016	26.0	29.0	16.0	2.83
11	8	2016	25.6	30.2	24.0	3.55
12	8	2016	27.9	30.0	1.0	2.44
13	8	2016	27.0	32.5	17.0	3.98
14	8	2016	26.5	32.0	13.0	3.92
15	8	2016	26.0	29.0	6.0	2.83
16	8	2016	26.0	28.0	11.0	2.28
17	8	2016	26.9	30.0	19.0	2.87
18	8	2016	27.0	30.0	10.0	2.84
19	8	2016	28.0	33.0	9.0	3.8
20	8	2016	25.0	34.0	0.0	5.11
21	8	2016	26.3	30.2	7.0	3.25
22	8	2016	27.0	34.0	0.0	4.52
23	8	2016	29.0	34.0	0.0	3.87
24	8	2016	28.5	33.7	0.0	3.93
25	8	2016	28.9	33.4	0.0	3.65
26	8	2016	29.0	35.0	0.0	4.21
27	8	2016	26.0	33.0	15.0	4.4
28	8	2016	27.0	31.0	0.0	3.26
29	8	2016	26.7	29.2	0.0	2.49
30	8	2016	27.0	31.0	0.0	3.25
31	8	2016	27.0	32.0	0.8	3.66
1	9	2016	26.3	31.0	13.0	3.53
2	9	2016	27.0	32.0	0.1	3.62
3	9	2016	27.0	32.3	0.0	3.71
4	9	2016	28.0	32.0	0.0	3.24
5	9	2016	26.0	30.4	52.7	3.26
6	9	2016	27.0	29.0	0.1	2.2
7	9	2016	26.2	29.0	9.0	2.57
8	9	2016	27.0	31.0	0.1	3.14
9	9	2016	26.0	30.0	18.0	3.07
10	9	2016	25.0	28.5	67.0	2.8
11	9	2016	26.0	32.0	12.0	3.8
12	9	2016	28.0	32.2	0.0	3.24
13	9	2016	28.0	32.0	0.0	3.13
14	9	2016	29.0	32.0	0.0	2.77
15	9	2016	28.0	33.0	0.0	3.58
16	9	2016	28.0	33.0	0.0	3.54
17	9	2016	27.0	33.0	0.0	3.86
18	9	2016	27.0	32.0	0.0	3.46
19	9	2016	24.0	32.0	1.0	4.26
20	9	2016	23.0	29.0	17.0	3.49
21	9	2016	27.0	32.0	0.0	3.37
22	9	2016	27.0	31.3	0.0	3.1
23	9	2016	27.6	31.1	0.0	2.8
24	9	2016	27.0	32.7	0.0	3.56
25	9	2016	27.3	32.0	0.0	3.23
26	9	2016	28.5	32.0	0.0	2.82
27	9	2016	30.0	35.0	0.0	3.53
28	9	2016	27.0	32.3	0.0	3.47
29	9	2016	24.0	27.1	0.0	2.37
30	9	2016	23.0	25.0	0.0	1.83
1	10	2016	25.0	29.0	6.0	2.77
2	10	2016	27.0	31.0	0.0	2.84
3	10	2016	27.0	31.0	0.0	2.85
4	10	2016	27.9	32.0	0.0	2.92
5	10	2016	27.0	31.4	0.0	2.96
6	10	2016	26.0	32.0	0.6	3.48
7	10	2016	28.8	31.0	0.0	2.12
8	10	2016	26.0	31.0	0.0	3.11
9	10	2016	24.0	29.0	0.0	2.94
10	10	2016	21.0	29.4	0.0	3.73
11	10	2016	22.0	27.0	1.0	2.79
12	10	2016	23.0	25.4	1.0	1.91
13	10	2016	25.0	29.0	0.0	2.6
14	10	2016	25.0	31.0	0.0	3.22
15	10	2016	27.0	31.0	0.0	2.67
16	10	2016	27.0	32.0	0.0	3.01
17	10	2016	24.9	31.0	7.0	3.17
18	10	2016	25.0	27.2	81.0	1.85
19	10	2016	25.9	28.0	8.6	1.82
20	10	2016	26.7	30.0	0.0	2.34
21	10	2016	26.1	28.0	6.0	1.73
22	10	2016	26.7	31.0	0.0	2.66
23	10	2016	27.0	30.6	0.0	2.43
24	10	2016	27.0	31.0	0.0	2.56
25	10	2016	26.7	32.0	0.0	2.93
26	10	2016	26.0	31.0	0.0	2.82
27	10	2016	26.0	30.1	0.0	2.52
28	10	2016	26.0	31.1	0.0	2.83
29	10	2016	23.0	31.4	0.0	3.46
30	10	2016	23.0	27.0	0.0	2.26
31	10	2016	23.0	29.0	0.0	2.84
1	11	2016	21.9	26.0	0.0	2.24
2	11	2016	20.0	25.7	0.0	2.53
3	11	2016	19.0	26.0	0.0	2.76
4	11	2016	21.0	26.0	0.0	2.36
5	11	2016	23.0	27.0	0.0	2.19
6	11	2016	23.0	27.4	0.0	2.31
7	11	2016	24.0	29.0	0.0	2.53
8	11	2016	19.0	29.0	0.0	3.37
9	11	2016	17.0	21.1	0.0	1.9
10	11	2016	16.0	17.0	1.0	0.87
11	11	2016	17.0	23.0	0.0	2.37
12	11	2016	24.7	27.2	0.0	1.71
13	11	2016	23.6	29.0	0.0	2.54
14	11	2016	23.9	29.0	0.0	2.46
15	11	2016	24.9	30.7	0.0	2.65
16	11	2016	24.0	28.2	0.0	2.19
17	11	2016	24.0	29.0	0.0	2.39
18	11	2016	25.0	29.1	0.0	2.19
19	11	2016	25.0	30.1	0.7	2.47
20	11	2016	25.0	30.0	0.0	2.42
21	11	2016	24.0	29.0	0.1	2.36
22	11	2016	21.7	25.0	17.0	1.78
23	11	2016	14.0	22.1	10.0	2.45
24	11	2016	15.0	20.0	0.1	1.86
25	11	2016	17.0	22.0	0.0	2.0
26	11	2016	12.7	18.0	38.0	1.76
27	11	2016	14.0	20.0	0.0	2.04
28	11	2016	18.0	23.0	0.0	1.96
29	11	2016	18.0	20.4	0.0	1.34
30	11	2016	17.0	23.0	0.0	2.18
1	12	2016	18.0	23.0	0.0	1.99
2	12	2016	20.0	23.0	0.0	1.57
3	12	2016	21.0	24.0	0.0	1.6
4	12	2016	22.0	25.1	0.0	1.67
5	12	2016	21.0	26.1	0.0	2.18
6	12	2016	18.0	24.0	0.0	2.18
7	12	2016	18.0	23.0	0.0	1.97
8	12	2016	16.0	22.0	0.0	2.1
9	12	2016	19.0	23.0	0.0	1.77
10	12	2016	20.0	24.2	0.0	1.87
11	12	2016	19.7	23.6	0.0	1.78
12	12	2016	21.4	27.0	0.0	2.25
13	12	2016	21.0	26.4	0.0	2.21
14	12	2016	17.0	23.0	0.0	2.13
15	12	2016	13.0	21.0	0.0	2.26
16	12	2016	13.9	19.0	0.0	1.72
17	12	2016	18.0	20.0	0.0	1.16
18	12	2016	19.9	24.0	0.0	1.78
19	12	2016	21.4	26.4	0.0	2.09
20	12	2016	22.7	26.0	0.0	1.71
21	12	2016	21.7	24.0	0.4	1.39
22	12	2016	18.0	24.3	0.0	2.2
23	12	2016	17.0	22.0	0.3	1.92
24	12	2016	18.0	20.0	0.1	1.19
25	12	2016	20.0	22.0	0.0	1.26
26	12	2016	16.0	24.3	0.0	2.56
27	12	2016	11.0	18.5	0.0	2.02
28	12	2016	14.0	17.0	0.0	1.31
29	12	2016	14.9	19.0	0.0	1.59
30	12	2016	15.0	19.0	0.0	1.61
31	12	2016	19.0	21.0	0.0	1.21
1	1	2017	19.0	22.9	0.0	1.74
2	1	2017	19.0	24.0	0.0	2.01
3	1	2017	19.7	24.4	0.0	1.98
4	1	2017	20.0	26.0	0.0	2.28
5	1	2017	20.0	24.5	0.0	1.98
6	1	2017	20.7	25.2	0.0	1.99
7	1	2017	21.0	27.0	0.0	2.32
8	1	2017	19.7	26.0	0.0	2.4
9	1	2017	19.7	23.0	0.0	1.65
10	1	2017	19.0	23.3	0.0	1.89
11	1	2017	19.8	22.0	0.0	1.34
12	1	2017	14.0	21.0	0.0	2.2
13	1	2017	13.4	16.0	0.0	1.24
14	1	2017	14.0	16.0	0.0	1.11
15	1	2017	14.0	16.0	0.1	1.11
16	1	2017	16.0	18.2	0.3	1.24
17	1	2017	18.0	21.0	0.0	1.55
18	1	2017	19.0	20.8	0.0	1.21
19	1	2017	17.0	22.0	0.0	2.04
20	1	2017	14.0	20.0	0.0	2.09
21	1	2017	14.0	19.4	0.0	1.99
22	1	2017	15.0	19.5	0.0	1.81
23	1	2017	16.0	20.0	0.0	1.75
24	1	2017	17.0	21.4	0.0	1.89
25	1	2017	15.8	21.9	0.0	2.23
26	1	2017	15.0	21.0	0.0	2.17
27	1	2017	17.0	21.2	0.0	1.87
28	1	2017	18.0	21.0	0.0	1.62
29	1	2017	19.0	22.0	0.3	1.68
30	1	2017	17.0	23.0	0.0	2.36
31	1	2017	16.7	19.3	0.0	1.47
1	2	2017	17.0	23.0	0.0	2.35
2	2	2017	16.0	19.0	0.0	1.59
3	2	2017	17.0	21.0	0.0	1.89
4	2	2017	18.0	23.0	2.0	2.2
5	2	2017	17.0	23.0	0.0	2.42
6	2	2017	16.8	23.0	0.0	2.45
7	2	2017	17.0	20.0	0.0	1.67
8	2	2017	12.0	21.0	0.3	2.77
9	2	2017	10.0	16.0	0.0	2.01
10	2	2017	11.0	15.0	0.0	1.66
11	2	2017	12.0	16.4	0.0	1.81
12	2	2017	13.0	18.0	0.0	2.03
13	2	2017	16.0	20.0	0.0	1.93
14	2	2017	16.0	22.2	0.0	2.51
15	2	2017	17.0	22.0	0.0	2.29
16	2	2017	16.0	22.0	0.0	2.56
17	2	2017	17.0	25.0	0.0	3.08
18	2	2017	17.0	26.0	0.0	3.27
19	2	2017	18.8	20.0	0.5	1.15
20	2	2017	20.0	25.0	0.0	2.53
21	2	2017	17.5	21.0	10.0	1.97
22	2	2017	17.0	25.0	0.0	3.21
23	2	2017	11.0	17.1	0.0	2.3
24	2	2017	10.0	12.0	0.0	1.2
25	2	2017	10.0	12.1	1.6	1.22
26	2	2017	11.0	17.0	0.0	2.38
27	2	2017	16.0	21.0	0.0	2.36
28	2	2017	16.0	22.2	0.0	2.7
1	3	2017	17.5	21.0	0.0	2.08
2	3	2017	16.0	23.0	0.0	2.95
3	3	2017	17.7	22.0	0.0	2.3
4	3	2017	19.0	24.0	0.0	2.62
5	3	2017	19.8	24.0	0.0	2.47
6	3	2017	18.0	21.8	0.0	2.24
7	3	2017	15.6	21.0	0.0	2.57
8	3	2017	15.0	17.3	2.0	1.6
9	3	2017	17.0	19.8	0.1	1.86
10	3	2017	18.0	23.0	0.0	2.66
11	3	2017	18.0	19.2	0.0	1.26
12	3	2017	20.4	22.0	0.0	1.55
13	3	2017	21.5	26.0	0.0	2.8
14	3	2017	16.5	22.8	5.6	2.87
15	3	2017	17.8	19.2	0.0	1.36
16	3	2017	17.7	20.0	0.0	1.78
17	3	2017	18.4	22.0	0.0	2.3
18	3	2017	20.0	22.6	0.0	2.04
19	3	2017	19.0	24.0	13.0	2.79
20	3	2017	21.5	27.0	0.0	3.18
21	3	2017	19.0	27.0	0.0	3.79
22	3	2017	18.7	21.0	0.0	1.89
23	3	2017	20.9	25.1	0.0	2.74
24	3	2017	21.0	26.0	0.0	3.0
25	3	2017	14.5	24.0	0.0	3.68
26	3	2017	14.0	17.0	0.0	1.96
27	3	2017	19.0	23.1	0.0	2.61
28	3	2017	21.0	26.0	0.0	3.02
29	3	2017	22.0	26.6	0.0	3.0
30	3	2017	22.0	26.0	0.0	2.81
31	3	2017	15.6	23.8	17.0	3.53
1	4	2017	17.0	22.3	0.0	2.92
2	4	2017	18.0	25.0	0.0	3.5
3	4	2017	19.9	25.0	0.0	3.08
4	4	2017	21.0	26.0	0.0	3.13
5	4	2017	23.0	27.0	0.0	2.91
6	4	2017	22.8	26.3	0.0	2.73
7	4	2017	24.0	27.6	0.0	2.85
8	4	2017	24.6	28.0	0.0	2.82
9	4	2017	27.0	29.0	0.0	2.23
10	4	2017	25.0	29.0	0.0	3.16
11	4	2017	20.0	29.1	0.3	4.5
12	4	2017	18.0	21.1	0.0	2.33
13	4	2017	19.0	21.2	0.0	2.0
14	4	2017	22.0	25.0	0.0	2.49
15	4	2017	23.7	29.0	0.0	3.53
16	4	2017	24.0	30.0	0.0	3.84
17	4	2017	24.0	29.5	0.0	3.69
18	4	2017	25.0	31.0	0.0	3.97
19	4	2017	26.6	30.0	0.0	3.03
20	4	2017	24.8	28.0	33.0	2.87
21	4	2017	20.0	30.0	0.3	4.85
22	4	2017	18.0	21.3	4.0	2.51
23	4	2017	20.7	22.3	0.1	1.79
24	4	2017	21.0	24.3	0.5	2.64
25	4	2017	22.8	25.0	0.8	2.23
26	4	2017	23.0	29.0	4.0	3.85
27	4	2017	20.8	23.0	1.0	2.13
28	4	2017	20.0	25.0	0.0	3.26
29	4	2017	21.0	27.0	0.0	3.71
30	4	2017	23.0	27.8	0.0	3.41
1	5	2017	24.9	29.0	0.0	3.27
2	5	2017	26.0	29.0	0.0	2.87
3	5	2017	26.0	30.0	0.0	3.35
4	5	2017	23.0	27.0	42.0	3.1
5	5	2017	26.0	29.0	0.0	2.85
6	5	2017	26.0	31.0	0.0	3.78
7	5	2017	25.0	29.3	0.0	3.41
8	5	2017	22.7	29.0	20.0	4.07
9	5	2017	26.0	29.0	0.0	2.86
10	5	2017	26.0	30.0	0.0	3.38
11	5	2017	26.7	31.0	0.0	3.52
12	5	2017	27.0	31.0	0.0	3.4
13	5	2017	25.0	27.0	0.3	2.28
14	5	2017	25.0	31.0	14.0	4.14
15	5	2017	24.0	27.0	30.0	2.81
16	5	2017	23.3	28.0	0.0	3.49
17	5	2017	25.0	30.0	0.0	3.74
18	5	2017	25.0	29.0	0.2	3.31
19	5	2017	23.5	27.0	0.0	2.98
20	5	2017	24.3	26.0	0.1	2.1
21	5	2017	24.9	27.0	0.0	2.35
22	5	2017	25.0	27.2	0.6	2.43
23	5	2017	26.0	31.0	0.0	3.86
24	5	2017	24.0	26.0	107.0	2.26
25	5	2017	24.2	28.1	0.0	3.26
26	5	2017	23.7	27.0	0.0	2.96
27	5	2017	25.6	31.0	0.0	3.93
28	5	2017	25.6	31.0	0.0	3.95
29	5	2017	26.0	30.0	0.0	3.4
30	5	2017	26.0	30.4	0.0	3.58
31	5	2017	28.8	33.0	0.0	3.67
1	6	2017	29.7	32.3	0.0	2.92
2	6	2017	29.0	33.2	0.0	3.73
3	6	2017	29.9	34.9	0.0	4.13
4	6	2017	29.8	34.0	0.0	3.74
5	6	2017	29.0	33.0	0.0	3.64
6	6	2017	27.0	33.6	0.0	4.67
7	6	2017	29.0	33.1	0.0	3.67
8	6	2017	28.0	34.0	0.0	4.47
9	6	2017	29.0	32.0	2.0	3.13
10	6	2017	28.8	32.4	0.0	3.45
11	6	2017	28.0	33.4	0.0	4.21
12	6	2017	25.0	33.0	8.0	4.9
13	6	2017	26.0	30.0	37.0	3.48
14	6	2017	28.0	31.0	2.0	3.09
15	6	2017	29.0	32.0	0.0	3.14
16	6	2017	26.2	31.0	28.4	3.86
17	6	2017	25.0	28.0	29.0	2.89
18	6	2017	26.6	29.0	8.0	2.64
19	6	2017	25.9	29.8	8.1	3.36
20	6	2017	26.0	29.5	25.0	3.22
21	6	2017	27.4	31.0	5.0	3.37
22	6	2017	28.7	32.0	0.1	3.26
23	6	2017	29.0	32.0	3.0	3.09
24	6	2017	27.0	32.0	12.0	3.98
25	6	2017	29.0	33.0	0.0	3.62
26	6	2017	29.0	33.0	0.0	3.64
27	6	2017	29.0	32.0	0.4	3.13
28	6	2017	28.9	34.0	0.8	4.09
29	6	2017	28.0	33.0	0.0	4.03
30	6	2017	29.0	34.0	0.0	4.05
1	7	2017	28.0	33.0	0.0	4.05
2	7	2017	29.0	31.0	7.0	2.53
3	7	2017	27.0	30.0	19.0	2.99
4	7	2017	26.8	30.9	2.0	3.48
5	7	2017	27.0	33.0	3.0	4.31
6	7	2017	27.0	31.0	4.0	3.44
7	7	2017	27.0	30.0	15.0	2.98
8	7	2017	27.0	30.0	5.0	3.02
9	7	2017	28.0	32.0	0.0	3.56
10	7	2017	28.0	32.0	0.0	3.56
11	7	2017	28.0	33.0	0.0	4.02
12	7	2017	28.0	34.0	0.0	4.42
13	7	2017	28.4	34.5	0.0	4.5
14	7	2017	28.0	34.0	3.0	4.43
15	7	2017	28.0	33.0	8.0	3.98
16	7	2017	26.9	31.0	20.0	3.48
17	7	2017	25.7	29.0	32.0	3.04
18	7	2017	25.0	28.4	15.0	3.02
19	7	2017	27.6	31.2	0.0	3.31
20	7	2017	27.9	33.0	0.0	4.02
21	7	2017	27.0	34.4	0.0	4.91
22	7	2017	28.5	34.1	0.0	4.26
23	7	2017	26.0	30.0	10.0	3.36
24	7	2017	28.0	32.1	0.5	3.55
25	7	2017	27.0	34.0	0.0	4.72
26	7	2017	28.5	33.0	0.0	3.79
27	7	2017	28.9	33.0	0.0	3.6
28	7	2017	29.8	36.0	0.0	4.56
29	7	2017	30.0	36.0	0.0	4.54
30	7	2017	30.8	37.0	0.0	4.67
31	7	2017	30.0	34.0	0.0	3.63
1	8	2017	30.7	34.3	0.0	3.45
2	8	2017	26.0	33.0	0.5	4.65
3	8	2017	26.0	32.0	0.2	4.19
4	8	2017	28.0	30.3	0.2	2.59
5	8	2017	29.7	33.4	0.0	3.43
6	8	2017	29.9	34.0	0.0	3.65
7	8	2017	30.0	35.0	0.0	4.04
8	8	2017	29.0	34.0	0.0	3.99
9	8	2017	28.0	32.0	6.0	3.51
10	8	2017	29.0	32.0	0.3	3.03
11	8	2017	29.0	33.0	0.9	3.54
12	8	2017	29.5	33.0	0.0	3.29
13	8	2017	29.5	33.0	0.0	3.3
14	8	2017	29.0	34.0	0.0	3.93
15	8	2017	29.0	34.0	0.0	3.95
